commodity, market, arrival, minprice, maxprice, modalprice, day, month, year
Carrot,Aurangabad,8.8,500,900,700,28,1,2014
Carrot,Jalgaon,3,800,1000,900,28,1,2014
Carrot,Karad,3,500,700,600,28,1,2014
Carrot,Mumbai,200,700,900,800,28,1,2014
Carrot,Nagpur,40,700,800,750,28,1,2014
Carrot,Pune,109.4,700,1200,950,28,1,2014
Carrot,Pune(Khadiki),0.2,1400,1400,1400,28,1,2014
Carrot,Satara,3.6,800,1000,900,28,1,2014
Carrot,Solapur,24.4,300,800,550,28,1,2014
Cauliflower,Amarawati,1,700,800,750,28,1,2014
Cauliflower,Aurangabad,10.6,300,400,350,28,1,2014
Cauliflower,Jalgaon,2.5,400,700,600,28,1,2014
Cauliflower,Kalmeshwar,0.7,265,400,385,28,1,2014
Cauliflower,Karad,4.2,200,500,400,28,1,2014
Cauliflower,Mumbai,270,300,500,400,28,1,2014
Cauliflower,Nagpur,40,200,300,250,28,1,2014
Cauliflower,Patan,0.9,400,600,500,28,1,2014
Cauliflower,Pune,132.7,200,400,300,28,1,2014
Cauliflower,Pune(Khadiki),5.3,200,300,250,28,1,2014
Cauliflower,Pune(Pimpri),0.3,300,300,300,28,1,2014
Cauliflower,Satara,6.6,200,500,350,28,1,2014
Cauliflower,Solapur,1828.8,120,560,280,28,1,2014
Cauliflower,Vai,0.9,500,800,650,28,1,2014
Chilly Capsicum,Amarawati,0.8,1200,1400,1300,28,1,2014
Chilly Capsicum,Aurangabad,0.7,1000,1500,1250,28,1,2014
Chilly Capsicum,Karad,1.5,800,1200,1000,28,1,2014
Chilly Capsicum,Mumbai,103,1200,1600,1300,28,1,2014
Chilly Capsicum,Nagpur,5,1000,1100,1050,28,1,2014
Chilly Capsicum,Pune,24.7,1200,1600,1400,28,1,2014
Chilly Capsicum,Pune(Khadiki),0.1,2500,2500,2500,28,1,2014
Chilly Capsicum,Satara,1,1000,1500,1250,28,1,2014
Chilly Capsicum,Shahapur,1.2,1000,1100,1060,28,1,2014
Chilly Capsicum,Solapur,3.6,300,1200,700,28,1,2014
Coriander,Amarawati,1,500,600,550,28,1,2014
Coriander,Aurangabad,1070,150,250,200,28,1,2014
Coriander,Jalgaon,1.5,1200,2000,1400,28,1,2014
Coriander,Kalmeshwar,0.2,825,1000,960,28,1,2014
Coriander,Karad,300,300,500,400,28,1,2014
Coriander,Khed,500,125,710,501,28,1,2014
Coriander,Nagpur,20,700,800,750,28,1,2014
Coriander,Pandharpur,0.9,250,1250,625,28,1,2014
Cucumbar,Amarawati,0.6,1400,1600,1500,28,1,2014
Cucumbar,Aurangabad,1.8,1200,1500,1350,28,1,2014
Cucumbar,Jalgaon,2,900,1200,1100,28,1,2014
Cucumbar,Karad,0.6,400,500,450,28,1,2014
Cucumbar,Mumbai,114,1000,1600,1300,28,1,2014
Cucumbar,Nagpur,10,900,1000,950,28,1,2014
Cucumbar,Pandharpur,0.9,800,2000,1700,28,1,2014
Cucumbar,Patan,0.6,800,1000,900,28,1,2014
Cucumbar,Pune,39.3,1000,1500,1250,28,1,2014
Cucumbar,Pune(Khadiki),0.1,1000,1000,1000,28,1,2014
Cucumbar,Shahapur,5.5,1700,2000,1900,28,1,2014
Cucumbar,Solapur,3.6,300,1300,800,28,1,2014
Drumstick,Aurangabad,0.5,4000,6000,5000,28,1,2014
Drumstick,Karad,0.3,3500,4500,4000,28,1,2014
Drumstick,Mumbai,20,4000,8000,6000,28,1,2014
Drumstick,Pune,2.1,2500,6000,4250,28,1,2014
Drumstick,Shahapur,2.4,7000,7500,7300,28,1,2014
Elephant Yam (Suran),Mumbai,80,1200,1300,1250,28,1,2014
Elephant Yam (Suran),Pune,1.6,1400,1600,1500,28,1,2014
Green Chilly,Amarawati,0.7,2000,2200,2100,28,1,2014
Green Chilly,Aurangabad,1.2,1500,2500,2000,28,1,2014
Green Chilly,Bhiwapur,120,1441,1451,1446,28,1,2014
Green Chilly,Jalgaon,4.5,1200,2500,1600,28,1,2014
Green Chilly,Kalmeshwar,0.1,780,1000,945,28,1,2014
Green Chilly,Karad,2.1,1500,2000,1800,28,1,2014
Green Chilly,Morshi,7.9,1600,1800,1700,28,1,2014
Green Chilly,Mumbai,93,1000,3600,2300,28,1,2014
Green Chilly,Nagpur,30,1000,1100,1050,28,1,2014
Green Chilly,Pandharpur,0.7,750,2000,1000,28,1,2014
Green Chilly,Patan,0.9,1200,1500,1300,28,1,2014
Green Chilly,Pune,54.5,1500,3000,2250,28,1,2014
Green Chilly,Pune(Khadiki),0.3,2000,2000,2000,28,1,2014
Green Chilly,Satara,3.3,1000,1500,1250,28,1,2014
Green Chilly,Solapur,9.5,800,1500,1200,28,1,2014
Guar,Amarawati,0.3,3600,3800,3700,28,1,2014
Guar,Gangapur,5,4480,4525,4500,28,1,2014
Guar,Jalgaon,0.4,3500,3500,3500,28,1,2014
Guar,Patan,0.3,2500,3000,2800,28,1,2014
Guar,Pune,2.9,2000,4000,3000,28,1,2014
Guar,Shahapur,0.3,3000,3800,3600,28,1,2014
Guar,Solapur,0.3,3000,4000,3500,28,1,2014
Little gourd (Kundru),Mumbai,20,1200,3000,2100,28,1,2014
Little gourd (Kundru),Pune,1.1,1500,3000,2250,28,1,2014
Methi,Jalgaon,1.2,600,1000,800,28,1,2014
Methi,Khed,1000,101,505,351,28,1,2014
Methi,Solapur,673.9,50,350,250,28,1,2014
Onion,Amarawati,40,800,1400,1100,28,1,2014
Onion,Aurangabad,22,300,900,550,28,1,2014
Onion,Devala,488.5,500,1115,950,28,1,2014
Onion,Dhule,337.1,300,1225,1080,28,1,2014
Onion,Jalgaon,70,200,1000,750,28,1,2014
Onion,Karad,30,500,1200,800,28,1,2014
Onion,Lasalgaon,1800,700,1010,900,28,1,2014
Onion,Manmad,1529.4,500,1008,921,28,1,2014
Onion,Nagpur,230,750,1300,1025,28,1,2014
Onion,,,700,1200,950,28,1,2014
Onion,Nandgaon,960,405,895,775,28,1,2014
Onion,Pimpalgaon Baswant(Saykheda),811.3,400,1011,800,28,1,2014
Onion,Pune,3203.3,400,900,650,28,1,2014
Onion,Pune(Khadiki),6.7,200,600,400,28,1,2014
Onion,Pune(Pimpri),0.1,1000,1000,1000,28,1,2014
Onion,Sangamner,811.8,400,1101,751,28,1,2014
Onion,Yeola,1788.6,300,1001,870,28,1,2014
Peas Wet,Amarawati,1.5,1000,1200,1100,28,1,2014
Peas Wet,Aurangabad,21.9,600,900,750,28,1,2014
Peas Wet,Karad,3,1500,1800,1600,28,1,2014
Peas Wet,Mumbai,370,1000,1400,1200,28,1,2014
Peas Wet,Pandharpur,0.8,1000,2200,1500,28,1,2014
Peas Wet,Pune,220.6,1200,1800,1500,28,1,2014
Peas Wet,Pune(Khadiki),0.2,1200,1200,1200,28,1,2014
Peas Wet,Satara,7.5,1000,1500,1250,28,1,2014
Potato,Amarawati,50,800,1000,900,28,1,2014
Potato,Aurangabad,18.9,800,1100,950,28,1,2014
Potato,Jalgaon,20,600,1400,1200,28,1,2014
Potato,Karad,25.2,1400,1800,1600,28,1,2014
Potato,Nagpur,372.5,875,1125,1000,28,1,2014
Potato,Pune,697.5,700,1300,1000,28,1,2014
Potato,Pune(Khadiki),0.9,500,1100,800,28,1,2014
Potato,Solapur,129.9,300,1250,900,28,1,2014
Pumpkin,Pune,3.1,800,1400,1100,28,1,2014
Pumpkin,Pune(Khadiki),0.3,700,700,700,28,1,2014
Raddish,Kalmeshwar,0.1,250,400,375,28,1,2014
Raddish,Nagpur,10,200,300,250,28,1,2014
Ridgeguard(Tori),Aurangabad,0.3,1500,1800,1650,28,1,2014
Ridgeguard(Tori),Mumbai,28,1600,2000,1800,28,1,2014
Ridgeguard(Tori),Pune,4,2500,4000,3250,28,1,2014
Ridgeguard(Tori),Solapur,0.3,3100,3500,3300,28,1,2014
Sweet Potato,Mumbai,15,1200,2000,1600,28,1,2014
Sweet Pumpkin,Mumbai,55,400,800,600,28,1,2014
Sweet Pumpkin,Pune,6.3,600,1200,900,28,1,2014
Sweet Pumpkin,Pune(Khadiki),0.1,1000,1000,1000,28,1,2014
Tomato,Amarawati,2,500,600,550,28,1,2014
Tomato,Aurangabad,17.6,300,400,350,28,1,2014
Tomato,Jalgaon,3.5,300,600,400,28,1,2014
Tomato,Junnar(Narayangaon),88,60,100,80,28,1,2014
Tomato,Kalmeshwar,0.3,180,300,270,28,1,2014
Tomato,Karad,5.1,300,500,400,28,1,2014
Tomato,Mumbai,328,400,800,600,28,1,2014
Tomato,Nagpur,20,200,300,250,28,1,2014
Tomato,,,300,400,350,28,1,2014
Tomato,Pandharpur,6.2,100,500,300,28,1,2014
Tomato,Patan,1.5,400,600,500,28,1,2014
Tomato,Pune,146.5,200,600,400,28,1,2014
Tomato,Pune(Khadiki),7.4,200,700,450,28,1,2014
Tomato,Pune(Pimpri),0.4,700,800,750,28,1,2014
Tomato,Satara,3.3,200,600,400,28,1,2014
Tomato,Solapur,31.2,100,350,250,28,1,2014
Tomato,Vai,0.7,400,500,450,28,1,2014
Bajra(Pearl Millet),Ahmednagar,9.5,1350,1500,1425,29,1,2014
Bajra(Pearl Millet),Chopada,0.5,1370,1371,1370,29,1,2014
Bajra(Pearl Millet),Kada,2.3,1250,1652,1400,29,1,2014
Bajra(Pearl Millet),Kaij,0.4,1250,1501,1451,29,1,2014
Bajra(Pearl Millet),Kalamb(Osmanabad),0.8,1281,1288,1288,29,1,2014
Bajra(Pearl Millet),Kolhapur(Laxmipuri),4,1700,1800,1750,29,1,2014
Bajra(Pearl Millet),Kopargaon,2.5,1257,1300,1261,29,1,2014
Bajra(Pearl Millet),Manmad,1.2,1376,1801,1640,29,1,2014
Bajra(Pearl Millet),Nandurbar,3.5,1471,1951,1640,29,1,2014
Bajra(Pearl Millet),Pune,0.7,1500,2000,1750,29,1,2014
Bajra(Pearl Millet),Rahata,0.8,1450,1526,1450,29,1,2014
Bajra(Pearl Millet),Rahuri(Vambori),1.3,1250,1601,1425,29,1,2014
Bajra(Pearl Millet),Sangamner,17.9,1301,1752,1526,29,1,2014
Bajra(Pearl Millet),Shevgaon(Bodhegaon),1.2,1300,1450,1325,29,1,2014
Bajra(Pearl Millet),Shrirampur,1.6,1350,1522,1401,29,1,2014
Bajra(Pearl Millet),Vaduj,0.5,1400,1500,1450,29,1,2014
Bajra(Pearl Millet),Yeola,1.1,1250,1299,1299,29,1,2014
Jowar(Sorgham),Ahmednagar,5.3,1600,1800,1700,29,1,2014
Jowar(Sorgham),Dondaicha,0.2,1950,1950,1950,29,1,2014
Jowar(Sorgham),Gangapur,10,1100,1200,1150,29,1,2014
Jowar(Sorgham),Jalgaon,1.4,1700,1700,1700,29,1,2014
Jowar(Sorgham),Kada,6,1530,2400,1775,29,1,2014
Jowar(Sorgham),Kaij,0.3,1575,1651,1575,29,1,2014
Jowar(Sorgham),Kalamb(Osmanabad),2,1550,1851,1670,29,1,2014
Jowar(Sorgham),Parbhani,4,1525,1540,1535,29,1,2014
Jowar(Sorgham),Partur,2,1600,1810,1675,29,1,2014
Jowar(Sorgham),Pathardi,3.1,1520,1670,1575,29,1,2014
Jowar(Sorgham),Rahata,0.1,1535,1535,1535,29,1,2014
Jowar(Sorgham),Shevgaon,2.3,1600,1631,1625,29,1,2014
Jowar(Sorgham),Shirpur,1.1,1578,1900,1751,29,1,2014
Jowar(Sorgham),Shrirampur,0.7,1590,2001,1900,29,1,2014
Jowar(Sorgham),Solapur,16.4,1740,2081,1860,29,1,2014
Jowar(Sorgham),Vaduj,25,1800,1900,1850,29,1,2014
Maize,Akole,13.5,1310,1310,1310,29,1,2014
Maize,Jamner,11.5,1310,1310,1310,29,1,2014
Maize,Jamner(Neri),3,1310,1310,1310,29,1,2014
Maize,Kolhapur(Laxmipuri),4,1350,1350,1350,29,1,2014
Maize,Mangal Wedha,36.2,1310,1310,1310,29,1,2014
Maize,Pune,6.5,1325,1400,1362,29,1,2014
Maize,Vaduj,21,1310,1310,1310,29,1,2014
Paddy(Dhan),Bhiwapur,15,1900,2145,2025,29,1,2014
Paddy(Dhan),Kolhapur(Laxmipuri),1450,1575,1760,1670,29,1,2014
Paddy(Dhan),Varora,3,1900,2300,2100,29,1,2014
Rice,Kolhapur(Laxmipuri),60,1800,5400,3600,29,1,2014
Rice,Nandurbar,0.4,2601,3300,3000,29,1,2014
Rice,Pen,1.5,2550,4050,3880,29,1,2014
Rice,Solapur,209.4,2300,5810,4000,29,1,2014
Wheat,Ahmednagar,18,1631,1665,1648,29,1,2014
Wheat,Ambejaogai,0.5,1700,2415,1900,29,1,2014
Wheat,Barshi,0.7,1550,2900,2800,29,1,2014
Wheat,Chopada,0.6,2050,2052,2051,29,1,2014
Wheat,Dhamngaon-Railway,10,1700,1750,1745,29,1,2014
Wheat,Dhule,21.4,1590,2181,1950,29,1,2014
Wheat,Dondaicha,16.8,1509,2176,2000,29,1,2014
Wheat,Jalana,3.9,1475,1701,1581,29,1,2014
Wheat,Jalgaon(Jamod),0.1,1200,1200,1200,29,1,2014
Wheat,Kalamb(Osmanabad),0.1,3075,3075,3075,29,1,2014
Wheat,Karanja,6,1750,2100,1890,29,1,2014
Wheat,Katol,1.5,1701,1712,1708,29,1,2014
Wheat,Khamgaon,2.7,1650,1750,1700,29,1,2014
Wheat,Kolhapur(Laxmipuri),55,2475,2850,2675,29,1,2014
Wheat,Kopargaon,1.6,1575,2022,1745,29,1,2014
Wheat,Lasalgaon,8.1,1651,2149,1951,29,1,2014
Wheat,Lasur Station,2.4,1525,2300,2015,29,1,2014
Wheat,Majalgaon,0.1,1175,1175,1175,29,1,2014
Wheat,Mehekar,3.5,1450,2100,1900,29,1,2014
Wheat,Morshi,10.8,1600,2000,1802,29,1,2014
Wheat,Nagpur,0.9,1525,1814,1670,29,1,2014
Wheat,Nandurbar,16.2,1750,2300,2150,29,1,2014
Wheat,Newasa,0.2,2200,2200,2200,29,1,2014
Wheat,Pathardi,1.4,1700,2200,1900,29,1,2014
Wheat,Pune,35,2000,2200,2100,29,1,2014
Wheat,,,2000,2600,2300,29,1,2014
Wheat,,,3000,3700,3350,29,1,2014
Wheat,Pusad,0.5,1702,1780,1780,29,1,2014
Wheat,Rahuri(Vambori),0.3,1750,2201,1975,29,1,2014
Wheat,Raver,1.8,1700,2145,1881,29,1,2014
Wheat,Sangamner,5.8,1600,2000,1800,29,1,2014
Wheat,Sangli,48.6,1500,2700,2105,29,1,2014
Wheat,Shahada,0.5,1651,2208,1858,29,1,2014
Wheat,Shevgaon(Bodhegaon),0.5,1800,2000,1850,29,1,2014
Wheat,Shirpur,5.6,1561,2201,1730,29,1,2014
Wheat,Shrirampur,2.8,1500,2012,1850,29,1,2014
Wheat,Solapur,53.3,2000,2875,2500,29,1,2014
Wheat,Washim,3.1,1400,1700,1575,29,1,2014
Cotton,Akhadabalapur,14.9,5000,5200,5100,29,1,2014
Cotton,Anajngaon,33,5150,5350,5250,29,1,2014
Cotton,Arvi,256,5100,5120,5110,29,1,2014
Cotton,Babhulgaon,18,4900,5020,4960,29,1,2014
Cotton,Bhokar,332,4950,5050,5000,29,1,2014
Cotton,Chimur,3.3,4800,5000,4900,29,1,2014
Cotton,Darwha,28.3,4500,5000,4700,29,1,2014
Cotton,Deoulgaon Raja,200,4800,5265,5100,29,1,2014
Cotton,Dhamngaon-Railway,40,5085,5160,5100,29,1,2014
Cotton,Gangapur,25,5400,5425,5400,29,1,2014
Cotton,Hingoli,96.5,5100,5286,5193,29,1,2014
Cotton,Jamner,100,5100,5200,5100,29,1,2014
Cotton,Jawala-Bajar,48.8,5100,5230,5200,29,1,2014
Cotton,Kalmeshwar,213.5,4775,5060,4975,29,1,2014
Cotton,Katol,30,5000,5100,5050,29,1,2014
Cotton,Khamgaon,117.8,4950,5150,5050,29,1,2014
Cotton,Kille Dharur,263.4,5103,5150,5130,29,1,2014
Cotton,Kinwat,6.4,4700,4900,4800,29,1,2014
Cotton,Nandurbar,23.3,5100,5375,5260,29,1,2014
Cotton,Parbhani,600,5055,5125,5080,29,1,2014
Cotton,Partur,66.6,4950,5051,5000,29,1,2014
Cotton,Pulgaon,287.2,5000,5071,5025,29,1,2014
Cotton,Rajura,57.6,4900,4975,4960,29,1,2014
Cotton,Samudrapur,211.8,5000,5051,5025,29,1,2014
Cotton,Savner,57.5,4900,4950,4925,29,1,2014
Cotton,Selu,180,5054,5243,5191,29,1,2014
Cotton,Shevgaon,116.6,4700,5200,5050,29,1,2014
Cotton,Sindi,41.4,4950,5050,5000,29,1,2014
Cotton,Umarkhed,23.4,4900,5100,5000,29,1,2014
Cotton,Vani,637.6,4850,5000,4940,29,1,2014
Cotton,Varora,342,4900,5020,4960,29,1,2014
Cotton,ZariZamini,103.7,4500,4970,4910,29,1,2014
Tamarind Fruit,Pune,1.6,3000,3500,3250,29,1,2014
Apple,Amarawati,4.2,5714,7142,6428,29,1,2014
Apple,Karad,0.9,7000,8000,7500,29,1,2014
Apple,Mumbai,136.8,2000,5000,3500,29,1,2014
Apple,Nagpur,22.5,4000,6000,5000,29,1,2014
Apple,Solapur,105,600,1800,1350,29,1,2014
Banana,Karad,3,1000,1400,1200,29,1,2014
Banana,Nagpur,5.8,450,550,500,29,1,2014
Chikoos(Sapota),Amarawati,0.6,1500,2000,1750,29,1,2014
Chikoos(Sapota),Karad,0.9,2000,2500,2200,29,1,2014
Chikoos(Sapota),Mumbai,32.9,600,1500,1050,29,1,2014
Chikoos(Sapota),Nagpur,30.1,1300,1500,1400,29,1,2014
Grapes,Amarawati,4,3500,5500,4500,29,1,2014
Grapes,Aurangabad,10.4,3000,5000,4000,29,1,2014
Grapes,Jalgaon,0.6,3000,4500,3500,29,1,2014
Grapes,Karad,1.8,4500,6000,5000,29,1,2014
Grapes,Mumbai,51.9,3000,5000,4000,29,1,2014
Grapes,Nagpur,12.3,4000,5500,4750,29,1,2014
Grapes,Solapur,126.6,50,152,110,29,1,2014
Guava,Mumbai,4.2,1000,2500,1750,29,1,2014
Jack Fruit,Nagpur,10,700,800,750,29,1,2014
Lime,Amarawati,0.4,1250,1750,1500,29,1,2014
Lime,Aurangabad,0.4,3000,3500,3250,29,1,2014
Lime,Jalgaon,0.6,1800,2200,2000,29,1,2014
Lime,Nagpur,4,60,70,65,29,1,2014
Lime,Solapur,3.4,500,3250,1200,29,1,2014
Orange,Amarawati,15,700,1200,950,29,1,2014
Orange,Mumbai,33.7,1000,3400,2200,29,1,2014
Orange,Nagpur,403.2,900,2300,1600,29,1,2014
Pine Apple,Mumbai,36,1000,3000,2000,29,1,2014
Pine Apple,Nagpur,10.2,1400,1700,1550,29,1,2014
Pomegranate,Amarawati,0.6,5000,8500,6750,29,1,2014
Pomegranate,Aurangabad,2.4,3000,6000,4500,29,1,2014
Pomegranate,Karad,0.3,5000,6500,6000,29,1,2014
Pomegranate,Mumbai,48.8,6000,7000,6500,29,1,2014
Pomegranate,Nagpur,11.8,4000,5500,5000,29,1,2014
Pomegranate,Rahata,8.5,4000,13000,7000,29,1,2014
Pomegranate,Sangamner,4.6,6000,12000,9000,29,1,2014
Pomegranate,Solapur,40.9,1800,12500,5000,29,1,2014
Sweet Lime,Amarawati,10,700,1200,950,29,1,2014
Sweet Lime,Aurangabad,14.8,500,1500,1000,29,1,2014
Sweet Lime,Jalana,22.5,300,785,550,29,1,2014
Sweet Lime,Karad,0.6,4000,5000,4500,29,1,2014
Sweet Lime,Mumbai,191,600,2500,1550,29,1,2014
Sweet Lime,Nagpur,113.8,500,1400,950,29,1,2014
Water Melon,Mumbai,304,600,1200,900,29,1,2014
Water Melon,Shrirampur,1,800,1000,900,29,1,2014
Groundnut,Kolhapur(Laxmipuri),5,6700,6700,6700,29,1,2014
Groundnut,Pune,2.4,5350,5800,5575,29,1,2014
Linseed,Tumsar,0.3,3900,4000,3950,29,1,2014
Sesamum(Sesame,Gingelly,Til),Kaij,0.1,14000,14000,14000,29,1,2014
Sesamum(Sesame,Gingelly,Til),Shegaon,0.1,9500,9500,9500,29,1,2014
Soyabean,Aarni,90,3000,3400,3200,29,1,2014
Soyabean,Akola,254.5,3375,3670,3525,29,1,2014
Soyabean,Ambejaogai,66,3271,3669,3511,29,1,2014
Soyabean,Anajngaon,165,3200,3400,3300,29,1,2014
Soyabean,Arvi,81.5,3100,3651,3400,29,1,2014
Soyabean,Babhulgaon,90,2800,3580,3220,29,1,2014
Soyabean,Barshi,5.1,3100,3600,3300,29,1,2014
Soyabean,Basmat,12.1,3400,3570,3450,29,1,2014
Soyabean,Bhokar,0.7,3500,3600,3550,29,1,2014
Soyabean,Chandrapur,62,2805,3600,3480,29,1,2014
Soyabean,Chandur Bazar,140.3,3000,3811,3400,29,1,2014
Soyabean,Chopada,0.4,3200,3201,3200,29,1,2014
Soyabean,Deoulgaon Raja,0.2,3300,3300,3300,29,1,2014
Soyabean,Dhamngaon-Railway,300,3000,3745,3450,29,1,2014
Soyabean,Dhule,0.5,2900,2900,2900,29,1,2014
Soyabean,Hingoli,120,3200,3611,3405,29,1,2014
Soyabean,Jalana,36.7,3500,3625,3550,29,1,2014
Soyabean,Jalgaon(Jamod),4.1,3250,3450,3350,29,1,2014
Soyabean,Jawala-Bajar,5.3,3450,3600,3550,29,1,2014
Soyabean,Kaij,1.1,3299,3581,3523,29,1,2014
Soyabean,Kalamb(Osmanabad),28.1,3471,3610,3561,29,1,2014
Soyabean,Kalmeshwar,9.8,2580,3735,3075,29,1,2014
Soyabean,Karanja,750,3200,3580,3420,29,1,2014
Soyabean,Katol,120,2600,3550,3350,29,1,2014
Soyabean,Khamgaon,714.1,3200,3650,3425,29,1,2014
Soyabean,Kopargaon,7.4,2900,3650,3570,29,1,2014
Soyabean,Lasur Station,0.2,3550,3550,3550,29,1,2014
Soyabean,Majalgaon,4.5,3000,3568,3300,29,1,2014
Soyabean,Mehekar,300,3250,3725,3600,29,1,2014
Soyabean,Morshi,59,3200,3500,3351,29,1,2014
Soyabean,Murim,0.2,3575,3575,3575,29,1,2014
Soyabean,Nagpur,1.1,2700,3750,3225,29,1,2014
Soyabean,Nandurbar,3.3,3500,3612,3575,29,1,2014
Soyabean,Pandhakawada,15,3200,3550,3390,29,1,2014
Soyabean,Parali Vaijyanath,52.2,3100,3670,3650,29,1,2014
Soyabean,Parbhani,20,3475,3575,3525,29,1,2014
Soyabean,Partur,2,3380,3435,3400,29,1,2014
Soyabean,Pulgaon,15,2850,3700,3600,29,1,2014
Soyabean,Rahuri(Vambori),1.3,3461,3561,3511,29,1,2014
Soyabean,Rajura,17.2,2971,3441,3275,29,1,2014
Soyabean,Sangamner,2.2,3160,3565,3362,29,1,2014
Soyabean,Selu,3.4,3360,3525,3400,29,1,2014
Soyabean,Sengoan,33.3,3300,3600,3500,29,1,2014
Soyabean,Shahada,1.9,3300,3675,3540,29,1,2014
Soyabean,Shegaon,10.4,3175,3550,3362,29,1,2014
Soyabean,Shrirampur,0.2,3600,3600,3600,29,1,2014
Soyabean,Sindi,7.3,2950,3550,3100,29,1,2014
Soyabean,Umarkhed,37,3000,3500,3400,29,1,2014
Soyabean,Vaduj,3,3500,3600,3550,29,1,2014
Soyabean,Vani,24,2850,3641,3342,29,1,2014
Soyabean,Varora,123,3000,3600,3300,29,1,2014
Soyabean,Wardha,113,2850,3770,3550,29,1,2014
Soyabean,Washim,499.3,3400,3615,3500,29,1,2014
Sunflower,Shegaon,0.4,4550,4550,4550,29,1,2014
Gur(Jaggery),Ahmednagar,14.5,2300,2700,2500,29,1,2014
Gur(Jaggery),Jalana,8.9,2300,2435,2370,29,1,2014
Gur(Jaggery),,,2440,2725,2525,29,1,2014
Gur(Jaggery),Kalamb(Osmanabad),0.3,2045,2090,2090,29,1,2014
Gur(Jaggery),Sangli,385.6,2200,3440,2800,29,1,2014
Arhar (Tur),Aarni,100,4000,4400,4200,29,1,2014
Arhar (Tur),Babhulgaon,30,3900,4100,4000,29,1,2014
Arhar (Tur),Deglur,32.2,4180,4250,4231,29,1,2014
Arhar (Tur),Hingoli,45.1,4320,4620,4470,29,1,2014
Arhar (Tur),Kolhapur(Laxmipuri),5,5700,6300,6000,29,1,2014
Arhar (Tur),Loha,85,4050,4200,4170,29,1,2014
Arhar (Tur),Mehekar,60,3900,4165,4050,29,1,2014
Arhar (Tur),Murim,61.7,4300,4354,4327,29,1,2014
Arhar (Tur),Partur,68,3875,4100,3940,29,1,2014
Arhar (Tur),Pathardi,13.6,4310,4400,4310,29,1,2014
Beans,Karad,1.2,700,1200,1000,29,1,2014
Beans,Patan,0.9,1000,1200,1100,29,1,2014
Beans,Pune,12.9,1200,1600,1400,29,1,2014
Beans,Pune(Khadiki),0.3,1500,2000,1750,29,1,2014
Beans,Satara,1.2,400,600,500,29,1,2014
Bengal Grams(Gram),Ahmednagar,13.2,3125,3250,3187,29,1,2014
Bengal Grams(Gram),Akola,23.7,2375,2800,2590,29,1,2014
Bengal Grams(Gram),,,2950,3100,3025,29,1,2014
Bengal Grams(Gram),Ambejaogai,0.4,2811,2811,2811,29,1,2014
Bengal Grams(Gram),Anajngaon,7.5,2200,2400,2300,29,1,2014
Bengal Grams(Gram),Barshi,7.8,2650,2811,2750,29,1,2014
Bengal Grams(Gram),Basmat,1,2700,2700,2700,29,1,2014
Bengal Grams(Gram),Chandur Bazar,12.6,1600,2500,2050,29,1,2014
Bengal Grams(Gram),Chopada,0.6,1900,2776,2771,29,1,2014
Bengal Grams(Gram),Deglur,8,2562,2661,2600,29,1,2014
Bengal Grams(Gram),Dhule,1.3,1700,3275,2600,29,1,2014
Bengal Grams(Gram),,,2100,2801,2305,29,1,2014
Bengal Grams(Gram),Dondaicha,3.6,3100,3406,3200,29,1,2014
Bengal Grams(Gram),Jalana,0.9,2350,2700,2700,29,1,2014
Bengal Grams(Gram),Jalgaon,4,2100,2450,2200,29,1,2014
Bengal Grams(Gram),,,3450,3575,3500,29,1,2014
Bengal Grams(Gram),Jalgaon(Jamod),0.2,2000,2000,2000,29,1,2014
Bengal Grams(Gram),Kada,5,2451,3200,2720,29,1,2014
Bengal Grams(Gram),Kalamb(Osmanabad),3.5,2500,2655,2640,29,1,2014
Bengal Grams(Gram),Karanja,3.5,2125,2385,2295,29,1,2014
Bengal Grams(Gram),Katol,18,2300,2475,2390,29,1,2014
Bengal Grams(Gram),Khamgaon,8.7,2250,2800,2525,29,1,2014
Bengal Grams(Gram),Kolhapur(Laxmipuri),4,3600,3600,3600,29,1,2014
Bengal Grams(Gram),Kopargaon,4.8,2740,3000,2929,29,1,2014
Bengal Grams(Gram),Lasur Station,0.9,1600,2800,2775,29,1,2014
Bengal Grams(Gram),Mehekar,6.1,2100,2675,2550,29,1,2014
Bengal Grams(Gram),Morshi,10.1,2200,2500,2351,29,1,2014
Bengal Grams(Gram),Murim,11,2550,2800,2675,29,1,2014
Bengal Grams(Gram),Nagpur,11.7,2650,2771,2710,29,1,2014
Bengal Grams(Gram),Nandurbar,3,2051,3105,2400,29,1,2014
Bengal Grams(Gram),Partur,2.2,2670,2670,2670,29,1,2014
Bengal Grams(Gram),Pune,14.5,3000,3500,3250,29,1,2014
Bengal Grams(Gram),Pusad,2.2,2430,2720,2650,29,1,2014
Bengal Grams(Gram),Rahata,0.1,3151,3151,3151,29,1,2014
Bengal Grams(Gram),Rahuri(Vambori),3.6,1825,3080,2452,29,1,2014
Bengal Grams(Gram),Raver,0.2,1800,2100,2100,29,1,2014
Bengal Grams(Gram),Sangamner,0.6,2500,2500,2500,29,1,2014
Bengal Grams(Gram),Shahada,5.9,2501,3452,3080,29,1,2014
Bengal Grams(Gram),Shegaon,1.9,2250,2851,2550,29,1,2014
Bengal Grams(Gram),Shevgaon,0.6,3050,3100,3100,29,1,2014
Bengal Grams(Gram),Shirpur,1.2,2150,2400,2400,29,1,2014
